Player,Opponent,Result,Points,Total Games
Roberto Parente [IT],Jittarin Rojmahamongkol [TH],L,6,4
Roberto Parente [IT],Eric Bush [US],L,6,5
Aditya Subramanian [US],Daniel Yu [US],W,3,1
Aditya Subramanian [US],Caelan Brown [US],W,6,2
Aditya Subramanian [US],Longyu Lin [CN],L,6,3
Aditya Subramanian [US],Théotime Massaut [FR],L,6,4
Aditya Subramanian [US],Max Musumeci [IE],L,6,5
Panyawut Noijan [TH],Oscar Gilley [UK],W,3,1
Panyawut Noijan [TH],Yuta Ishigaki [JP],L,3,2
Panyawut Noijan [TH],Taeseok Roe [KR],L,3,3
Panyawut Noijan [TH],Selahattin Sturm [DE],W,6,4
Panyawut Noijan [TH],alexander canseco [MX],L,6,5
Javier Freire [ES],Chuppa Cross IV [US],W,3,1
Javier Freire [ES],Seiya Koyasu [JP],L,3,2
Javier Freire [ES],Wolfe Glick [US],L,3,3
Javier Freire [ES],Christian Mossati [AU],L,3,4
Javier Freire [ES],Mark Mullender [NL],L,3,5
Javier Freire [ES],Siu Wai Kwok [HK],W,6,6
Javier Señorena [ES],Katsuhiko Minami [JP],L,0,1
Javier Señorena [ES],Giuseppe Musicco [IT],L,0,2
Javier Señorena [ES],Carson Confer [US],W,3,3
Javier Señorena [ES],Davide Miraglia [IT],W,6,4
Javier Señorena [ES],Pedro Cadaval [BR],L,6,5
Junhyuk Song [KR],Sebastian Escalante [AR],L,0,1
Junhyuk Song [KR],Francisco Trigo [CL],W,3,2
Junhyuk Song [KR],Takuya Yonemura [JP],W,6,3
Junhyuk Song [KR],Giuseppe Musicco [IT],L,6,4
Junhyuk Song [KR],Seung Lee [KR],L,6,5
Junhyuk Song [KR],Daniel Nuñez [MX],L,6,6
Junhyuk Song [KR],Tomoyuki Tanaka [SG],L,6,7
Yoav Reuven [AU],Chih-Chun Liang [TW],W,3,1
Yoav Reuven [AU],Kian Campbell [US],L,3,2
Yoav Reuven [AU],Yosuke Takayanagi [JP],W,6,3
Yoav Reuven [AU],Oliver Eskolin [FI],L,6,4
Yoav Reuven [AU],Bruno Rebello [BR],L,6,5
cristhian andrade [BR],Kimitake Ikarashi [JP],L,0,1
cristhian andrade [BR],Dillon Kleinvehn [US],W,3,2
cristhian andrade [BR],Gabriel Llansó [ES],L,3,3
cristhian andrade [BR],Chung Yin Wong [HK],W,6,4
cristhian andrade [BR],Jean López [CR],L,6,5
cristhian andrade [BR],Yotam Cohen [US],L,6,6
kazuki kobayashi [JP],Gonzalo Barrera [PE],W,3,1
kazuki kobayashi [JP],Ryan Powney [IE],L,3,2
kazuki kobayashi [JP],WEI CHYR [TW],L,3,3
kazuki kobayashi [JP],Rain Hizola [PH],W,6,4
kazuki kobayashi [JP],Narawitch Naenna [TH],L,6,5
kazuki kobayashi [JP],Ryan Paulo Pareja [PH],L,6,6
RYO NONAMI [JP],ALEX UNDERHILL [US],L,0,1
RYO NONAMI [JP],Kota Uchiyama [JP],W,3,2
RYO NONAMI [JP],Alex Gómez Berna [ES],W,6,3
RYO NONAMI [JP],choi jeongkyu [KR],L,6,4
RYO NONAMI [JP],Lewis Tan [AU],L,6,5
Patrick Jan Cabangin [PH],Montana Mott [US],L,0,1
Patrick Jan Cabangin [PH],Or Kei yin [HK],W,3,2
Patrick Jan Cabangin [PH],Kiwamu Endo [JP],L,3,3
Patrick Jan Cabangin [PH],Hippolyte Bernard [FR],W,6,4
Patrick Jan Cabangin [PH],Norah Bowman [US],L,6,5
Patrick Jan Cabangin [PH],Nicholas Kan [AU],L,6,6
Noah Gardner [US],CHIH-HUNG CHIU [TW],L,0,1
Noah Gardner [US],Collin Heier [US],L,0,2
Noah Gardner [US],Ben Grissmer [US],W,3,3
Noah Gardner [US],Adam Colson [US],W,6,4
Noah Gardner [US],Nikolaj Høj Nielsen [DK],L,6,5
Francisco Trigo [CL],Sebastian Rodriguez [PE],L,0,1
Francisco Trigo [CL],Junhyuk Song [KR],L,0,2
Francisco Trigo [CL],JEONGBIN CHO [KR],W,3,3
Francisco Trigo [CL],ChihChun Chen [TW],W,6,4
Francisco Trigo [CL],Wolfe Glick [US],L,6,5
Flavio Del Pidio [IT],Matías Díaz [CL],L,0,1
Flavio Del Pidio [IT],Davide Carrer [IT],W,3,2
Flavio Del Pidio [IT],wataru kawashima [JP],W,6,3
Flavio Del Pidio [IT],JENN-CHAU DUH [TW],L,6,4
Flavio Del Pidio [IT],Andrew Figueras [US],L,6,5
Javier Nain [CL],Dawei Si [CN],W,3,1
Javier Nain [CL],Galo Orbea [EC],L,3,2
Javier Nain [CL],Ibrahim Maarouf [DE],W,6,3
Javier Nain [CL],Collin Heier [US],L,6,4
Javier Nain [CL],Ferdinando Vincenti [IT],L,6,5
Aaron Traylor [US],AYUMU IWASAKI [JP],L,0,1
Aaron Traylor [US],Chuppa Cross IV [US],L,0,2
Aaron Traylor [US],Hunter Braum [US],W,3,3
Aaron Traylor [US],Thomas Schultz [DE],W,6,4
Aaron Traylor [US],Luca Paz [US],L,6,5
Aaron Traylor [US],Vinicius Moscão Junqueira [BR],L,6,6
Jin Yang Lee [MY],Dorian Quiñonez [PE],W,3,1
Jin Yang Lee [MY],Nikolaj Høj Nielsen [DK],L,3,2
Jin Yang Lee [MY],Luca Lussignoli [IT],L,3,3
Jin Yang Lee [MY],Ryosuke Kosuge [JP],L,3,4
Jin Yang Lee [MY],SHIH-CHUN LO [TW],W,6,5
Jin Yang Lee [MY],Renzo Navarro [PE],L,6,6
Jin Yang Lee [MY],Jonathan Zuniga [US],L,6,7
Jin Yang Lee [MY],Kenichi Yanagitani [JP],L,6,8
Arthur Mosca [MX],Patrick Connors [US],L,0,1
Arthur Mosca [MX],Tom Winter [UK],L,0,2
Arthur Mosca [MX],PING-JUNG LEE [TW],L,0,3
Arthur Mosca [MX],BYE,W,3,4
Arthur Mosca [MX],Sara Spiller [IT],L,3,5
Arthur Mosca [MX],keisuke koga [JP],W,6,6
Arthur Mosca [MX],Caelan Brown [US],L,6,7
Arthur Mosca [MX],SHIH-CHUN LO [TW],L,6,8
Tomoki Kinoshita [JP],kentaro matsumoto [JP],W,3,1
Tomoki Kinoshita [JP],Pedro Cadaval [BR],L,3,2
Tomoki Kinoshita [JP],Munenori Okumura [JP],W,6,3
Tomoki Kinoshita [JP],Zachary Weed [US],L,6,4
Tomoki Kinoshita [JP],Francesco Di Biase [IT],L,6,5
Tomoki Kinoshita [JP],Adam Cherfaoui [FR],L,6,6
Tomoki Kinoshita [JP],Omar Acuña Acevedo [CL],L,6,7
Tomoki Kinoshita [JP],Thomas Schultz [DE],L,6,8
Paul Oliver Bautista [PH],Hirofumi Kimura [JP],L,0,1
Paul Oliver Bautista [PH],Chieh Ling Li [TW],W,3,2
Paul Oliver Bautista [PH],Javier Ponce [CL],W,6,3
Paul Oliver Bautista [PH],Jin-Hao Jiang [TW],L,6,4
Paul Oliver Bautista [PH],Dominic Vogel [US],L,6,5
Paul Oliver Bautista [PH],Rahim Farzan [DE],L,6,6
Paul Oliver Bautista [PH],Manuel Hernandez Marin [ES],L,6,7
HIROKI KUSAFUKA [JP],Seiya Koyasu [JP],L,0,1
HIROKI KUSAFUKA [JP],Lorenzo Arce [US],W,3,2
HIROKI KUSAFUKA [JP],Lewis Tan [AU],L,3,3
HIROKI KUSAFUKA [JP],Dillon Kleinvehn [US],L,3,4
HIROKI KUSAFUKA [JP],KEVIN LAN [TW],L,3,5
HIROKI KUSAFUKA [JP],Hirotoshi Mori [JP],L,3,6
HIROKI KUSAFUKA [JP],Tsz Tung NG [HK],W,6,7
HIROKI KUSAFUKA [JP],Chin Lien [TW],L,6,8
Pavel Valencia-Acuna [MX],Ashton Cox [US],L,0,1
Pavel Valencia-Acuna [MX],Yotam Cohen [US],W,3,2
Pavel Valencia-Acuna [MX],Tomoyuki Tanaka [SG],L,3,3
Pavel Valencia-Acuna [MX],Lorenzo Arce [US],L,3,4
Pavel Valencia-Acuna [MX],Kazuma Sobashima [JP],W,6,5
Pavel Valencia-Acuna [MX],Scott Kennedy [AU],L,6,6
Yuki Ishikawa [JP],Ibrahim Maarouf [DE],W,3,1
Yuki Ishikawa [JP],Jittarin Rojmahamongkol [TH],L,3,2
Yuki Ishikawa [JP],Norah Bowman [US],L,3,3
Yuki Ishikawa [JP],Diego Ferreira [AU],L,3,4
Yuki Ishikawa [JP],Tsz Tung NG [HK],W,6,5
Yuki Ishikawa [JP],Simon Bernard [AT],L,6,6
Yuki Ishikawa [JP],YU PING PAI [TW],L,6,7
Yuki Ishikawa [JP],Noppasorn Tangkasem [TH],L,6,8
Connor Swikart [US],Aaron Brok [US],L,0,1
Connor Swikart [US],Nicholas Kan [AU],L,0,2
Connor Swikart [US],Kota Uchiyama [JP],W,3,3
Connor Swikart [US],Roman Manukjan [DE],L,3,4
Connor Swikart [US],Renzo Navarro [PE],L,3,5
Connor Swikart [US],Thomas Schultz [DE],L,3,6
Connor Swikart [US],Siu Wai Kwok [HK],L,3,7
Connor Swikart [US],Justin Won [US],W,6,8
Ismat Myron Beg [MY],Michael Kelsch [DE],L,0,1
Ismat Myron Beg [MY],SHIH-CHUN LO [TW],L,0,2
Ismat Myron Beg [MY],Marco Marras [IT],L,0,3
Ismat Myron Beg [MY],Renzo Navarro [PE],L,0,4
Ismat Myron Beg [MY],JEONGBIN CHO [KR],W,3,5
Ismat Myron Beg [MY],Kota Uchiyama [JP],L,3,6
Ismat Myron Beg [MY],keisuke koga [JP],W,6,7
Ismat Myron Beg [MY],Hirotoshi Mori [JP],L,6,8
Federico Camporesi [IT],alexander canseco [MX],L,0,1
Federico Camporesi [IT],Kaoru Ueki [JP],L,0,2
Federico Camporesi [IT],CHENG-LIN LEE [TW],W,3,3
Federico Camporesi [IT],Shai Giuseppe Rabà [IT],W,6,4
Federico Camporesi [IT],Dillon Kleinvehn [US],L,6,5
Sara Spiller [IT],Yuki Zaninovich [US],L,0,1
Sara Spiller [IT],Takumi Okuo [JP],L,0,2
Sara Spiller [IT],Yotam Cohen [US],L,0,3
Sara Spiller [IT],Kyle Livinghouse [US],W,3,4
Sara Spiller [IT],Arthur Mosca [MX],W,6,5
Sara Spiller [IT],Witsarut Buadit [TH],L,6,6
YUAN MING CHIU [TW],Giovanni Cischke [US],L,0,1
YUAN MING CHIU [TW],Shunsuke Minami [JP],L,0,2
YUAN MING CHIU [TW],Donguk Jung [KR],L,0,3
YUAN MING CHIU [TW],Alvin Rambano [PH],L,0,4
YUAN MING CHIU [TW],Kota Uchiyama [JP],L,0,5
YUAN MING CHIU [TW],Tsz Hin Lam [HK],W,3,6
YUAN MING CHIU [TW],JEONGBIN CHO [KR],W,6,7
YUAN MING CHIU [TW],Yichun Wu [CN],L,6,8
Javier Ponce [CL],Daniel Marcelo Reyes [US],L,0,1
Javier Ponce [CL],Daniel Nuñez [MX],W,3,2
Javier Ponce [CL],Paul Oliver Bautista [PH],L,3,3
Javier Ponce [CL],Alberto Cañuelo Gómez [ES],L,3,4
Javier Ponce [CL],蔡 皓宇 [TW],W,6,5
Javier Ponce [CL],CHENG-LIN LEE [TW],L,6,6
Javier Ponce [CL],Roman Manukjan [DE],L,6,7
Javier Ponce [CL],Carlos Alberto Agarie Junior [BR],L,6,8
Takuya Yonemura [JP],Jack Roth [AU],L,0,1
Takuya Yonemura [JP],Haruki Sato [JP],W,3,2
Takuya Yonemura [JP],Junhyuk Song [KR],L,3,3
Takuya Yonemura [JP],Peter Vowles [AU],W,6,4
Takuya Yonemura [JP],Nicholas Morales [US],L,6,5
Takuya Yonemura [JP],Genting Liu [CN],L,6,6
Hiroki Kimura [JP],Ben Madigan [AU],L,0,1
Hiroki Kimura [JP],Alessio Ferrara [IT],W,3,2
Hiroki Kimura [JP],Théotime Massaut [FR],L,3,3
Hiroki Kimura [JP],Siu Wai Kwok [HK],W,6,4
Hiroki Kimura [JP],Toler Webb [US],L,6,5
Lorenzo Arce [US],Joseph Ugarte [US],L,0,1
Lorenzo Arce [US],HIROKI KUSAFUKA [JP],L,0,2
Lorenzo Arce [US],Chieh Ling Li [TW],W,3,3
Lorenzo Arce [US],Pavel Valencia-Acuna [MX],W,6,4
Lorenzo Arce [US],Kevin Salvetto [IT],L,6,5
Lorenzo Arce [US],Ben Madigan [AU],L,6,6
Shai Giuseppe Rabà [IT],Hsuan-Chih Kuo [NL],L,0,1
Shai Giuseppe Rabà [IT],Davide Miraglia [IT],W,3,2
Shai Giuseppe Rabà [IT],Brady Smith [US],L,3,3
Shai Giuseppe Rabà [IT],Federico Camporesi [IT],L,3,4
Shai Giuseppe Rabà [IT],Ben Madigan [AU],L,3,5
Shai Giuseppe Rabà [IT],I-HSIANG CHANG [TW],W,6,6
Shai Giuseppe Rabà [IT],Xavier Méndez [MX],L,6,7
Shai Giuseppe Rabà [IT],Siu Wai Kwok [HK],L,6,8
Kota Uchiyama [JP],William Brown [US],L,0,1
Kota Uchiyama [JP],RYO NONAMI [JP],L,0,2
Kota Uchiyama [JP],Connor Swikart [US],L,0,3
Kota Uchiyama [JP],CHENG-LIN LEE [TW],L,0,4
Kota Uchiyama [JP],YUAN MING CHIU [TW],W,3,5
Kota Uchiyama [JP],Ismat Myron Beg [MY],W,6,6
Kota Uchiyama [JP],KAZUKI HATAKEYAMA [JP],L,6,7
Kota Uchiyama [JP],Peter Vowles [AU],L,6,8
ChihChun Chen [TW],Adam Cherfaoui [FR],L,0,1
ChihChun Chen [TW],Kyle Livinghouse [US],W,3,2
ChihChun Chen [TW],Ryan Loseto [CA],L,3,3
ChihChun Chen [TW],Francisco Trigo [CL],L,3,4
ChihChun Chen [TW],Haruki Sato [JP],W,6,5
ChihChun Chen [TW],Jack Clarke [UK],L,6,6
ChihChun Chen [TW],wataru kawashima [JP],L,6,7
ChihChun Chen [TW],Donguk Jung [KR],L,6,8
Tsz Tung NG [HK],Fabian Kuhl [DE],L,0,1
Tsz Tung NG [HK],KEVIN LAN [TW],W,3,2
Tsz Tung NG [HK],Chase Matteo [US],L,3,3
Tsz Tung NG [HK],Angelo Piscitelli [IT],L,3,4
Tsz Tung NG [HK],Yuki Ishikawa [JP],L,3,5
Tsz Tung NG [HK],Carlos Alberto Agarie Junior [BR],L,3,6
Tsz Tung NG [HK],HIROKI KUSAFUKA [JP],L,3,7
Tsz Tung NG [HK],JEONGBIN CHO [KR],W,6,8
Vijay Sood [US],Behzad Muntazir [US],L,0,1
Vijay Sood [US],Chase Matteo [US],L,0,2
Vijay Sood [US],Alejandro Terrazas [MX],L,0,3
Vijay Sood [US],Scott Kennedy [AU],L,0,4
Vijay Sood [US],Dawei Si [CN],L,0,5
Vijay Sood [US],JEONGBIN CHO [KR],W,3,6
Vijay Sood [US],Chin Lien [TW],W,6,7
Vijay Sood [US],Francisco Alca Chacon [PE],L,6,8
蔡 皓宇 [TW],Estephan Valdebenito [CL],L,0,1
蔡 皓宇 [TW],Matteo Velata [IT],L,0,2
蔡 皓宇 [TW],Or Kei yin [HK],W,3,3
蔡 皓宇 [TW],Simon Bernard [AT],L,3,4
蔡 皓宇 [TW],Javier Ponce [CL],L,3,5
蔡 皓宇 [TW],Chin Lien [TW],L,3,6
蔡 皓宇 [TW],I-HSIANG CHANG [TW],W,6,7
蔡 皓宇 [TW],Worrachate Bosri [TH],L,6,8
Haruki Sato [JP],Joji Kaieda [AU],L,0,1
Haruki Sato [JP],Takuya Yonemura [JP],L,0,2
Haruki Sato [JP],Camilo Liberona [CL],W,3,3
Haruki Sato [JP],Yuxiang Wang [CN],L,3,4
Haruki Sato [JP],ChihChun Chen [TW],L,3,5
Haruki Sato [JP],Tanner Mask [US],W,6,6
Haruki Sato [JP],KEVIN LAN [TW],L,6,7
Haruki Sato [JP],Kazuya Shiraishi [JP],L,6,8
Gustavo kengo [BR],Gabriel Agati [BR],L,0,1
Gustavo kengo [BR],Tomoyuki Tanaka [SG],L,0,2
Gustavo kengo [BR],Michael Vono [CA],L,0,3
Gustavo kengo [BR],Camilo Liberona [CL],W,3,4
Gustavo kengo [BR],Siu Wai Kwok [HK],W,6,5
Gustavo kengo [BR],Dyl Yeomans [UK],L,6,6
Walid Souak [DZ],Frederik Nielsen [DK],L,0,1
Walid Souak [DZ],Juan José Mejia Tasayco [PE],L,0,2
Walid Souak [DZ],Masayoshi Kuroo [AU],L,0,3
Walid Souak [DZ],Carlos Alberto Agarie Junior [BR],W,3,4
Walid Souak [DZ],Alessio Ferrara [IT],W,6,5
Walid Souak [DZ],June Lintner [US],L,6,6
Gonzalo Barrera [PE],kazuki kobayashi [JP],L,0,1
Gonzalo Barrera [PE],Eric Rios [ES],L,0,2
Gonzalo Barrera [PE],Yoshimasa Hayakawa [JP],L,0,3
Gonzalo Barrera [PE],nicolas del campo [CL],W,3,4
Gonzalo Barrera [PE],Tanner Mask [US],W,6,5
Gonzalo Barrera [PE],ZHIYUAN WANG [CN],L,6,6
Gonzalo Barrera [PE],Benny Vasquez [US],L,6,7
Tsz Hin Lam [HK],Christopher Han [US],L,0,1
Tsz Hin Lam [HK],Diego Ortiz [PE],L,0,2
Tsz Hin Lam [HK],Selahattin Sturm [DE],L,0,3
Tsz Hin Lam [HK],Genting Liu [CN],L,0,4
Tsz Hin Lam [HK],Carlos Alberto Agarie Junior [BR],L,0,5
Tsz Hin Lam [HK],YUAN MING CHIU [TW],L,0,6
Tsz Hin Lam [HK],Shawn Tang [SG],W,3,7
Tsz Hin Lam [HK],keisuke koga [JP],W,6,8
Guilherme Queiroz [BR],Kusha Kanani [DE],W,3,1
Guilherme Queiroz [BR],Gavin Michaels [US],L,3,2
Guilherme Queiroz [BR],Hirofumi Kimura [JP],L,3,3
Guilherme Queiroz [BR],Ferdinando Vincenti [IT],L,3,4
Shohei Kimura [JP],Carlos Alberto Agarie Junior [BR],W,3,1
Shohei Kimura [JP],Naoto Kishida [JP],L,3,2
Shohei Kimura [JP],Tom Winter [UK],L,3,3
Shohei Kimura [JP],ginjiro shiraki [JP],L,3,4
Emily Parson [US],Masayoshi Kuroo [AU],W,3,1
Emily Parson [US],Jack Roth [AU],L,3,2
Emily Parson [US],Oscar Gilley [UK],L,3,3
Emily Parson [US],alexander canseco [MX],L,3,4
Seongjae Jeong [KR],Andrew Zheng [US],W,3,1
Seongjae Jeong [KR],Mao Harada [JP],L,3,2
Seongjae Jeong [KR],Xicheng Pan [CN],L,3,3
Seongjae Jeong [KR],David Rodriguez [CR],L,3,4
Seongjae Jeong [KR],Daniel Yu [US],L,3,5
Matías Díaz [CL],Flavio Del Pidio [IT],W,3,1
Matías Díaz [CL],TAKAHIRO ISHIDA [JP],L,3,2
Matías Díaz [CL],William Bassolino [IT],L,3,3
Matías Díaz [CL],Nils Dunlop [SE],L,3,4
Zachary Chia [SG],Alberto Cañuelo Gómez [ES],W,3,1
Zachary Chia [SG],Adam Cherfaoui [FR],L,3,2
Zachary Chia [SG],Max Morales [CR],L,3,3
Zachary Chia [SG],Kusha Kanani [DE],L,3,4
Alessio Fuscà [IT],Adam Colson [US],W,3,1
Alessio Fuscà [IT],Marcus Dion [CA],L,3,2
Alessio Fuscà [IT],Gabriel Agati [BR],L,3,3
Alessio Fuscà [IT],Sidy Badiane [IT],L,3,4
Justin Burns [US],Ben Grissmer [US],W,3,1
Justin Burns [US],Fabian Kuhl [DE],L,3,2
Justin Burns [US],Joseph Ugarte [US],L,3,3
Justin Burns [US],Jack Clarke [UK],L,3,4
Alex Gómez Berna [ES],Iker Rodrigo [ES],W,3,1
Alex Gómez Berna [ES],Ko Tsukide [JP],L,3,2
Alex Gómez Berna [ES],RYO NONAMI [JP],L,3,3
Alex Gómez Berna [ES],Edward Z Fan [HK],L,3,4
Alex Gómez Berna [ES],Michael Vono [CA],L,3,5
Darsh Patel [US],Francesco Pio Pero [IT],W,3,1
Darsh Patel [US],Yan Sym [BR],L,3,2
Darsh Patel [US],Dorian Quiñonez [PE],L,3,3
Darsh Patel [US],Yichun Wu [CN],L,3,4
Darsh Patel [US],Jonathan Zuniga [US],L,3,5
Alejandro Terrazas [MX],Kylan Van Severen [CA],L,0,1
Alejandro Terrazas [MX],JENN-CHAU DUH [TW],L,0,2
Alejandro Terrazas [MX],Vijay Sood [US],W,3,3
Alejandro Terrazas [MX],Aldo Loyola [MX],L,3,4
Alejandro Terrazas [MX],Daniel Nuñez [MX],L,3,5
Eden Batchelor [UK],Cruz Ting [TW],L,0,1
Eden Batchelor [UK],Witsarut Buadit [TH],L,0,2
Eden Batchelor [UK],BYE,W,3,3
Eden Batchelor [UK],Dominic Vogel [US],L,3,4
Eden Batchelor [UK],Ernesto Verdugo [MX],L,3,5
Diego Ortiz [PE],Zee Costagliola [US],L,0,1
Diego Ortiz [PE],Tsz Hin Lam [HK],W,3,2
Diego Ortiz [PE],Juan José Mejia Tasayco [PE],L,3,3
Diego Ortiz [PE],TSE-YU LIN [TW],L,3,4
Hippolyte Bernard [FR],Cedric Bernier [US],L,0,1
Hippolyte Bernard [FR],Shohei Asakura [JP],L,0,2
Hippolyte Bernard [FR],Renzo Navarro [PE],W,3,3
Hippolyte Bernard [FR],Patrick Jan Cabangin [PH],L,3,4
Jamie Boyt [UK],Zachary Kelly [SG],W,3,1
Jamie Boyt [UK],Behzad Muntazir [US],L,3,2
Jamie Boyt [UK],Kiran Singh [AU],L,3,3
Jamie Boyt [UK],Iker Rodrigo [ES],L,3,4
Alvin Rambano [PH],TAKAHIRO ISHIDA [JP],L,0,1
Alvin Rambano [PH],Stefan Mott [US],L,0,2
Alvin Rambano [PH],Sidy Badiane [IT],L,0,3
Alvin Rambano [PH],YUAN MING CHIU [TW],W,3,4
Alvin Rambano [PH],Witsarut Buadit [TH],L,3,5
Chung Yin Wong [HK],Ngai Tam [HK],W,3,1
Chung Yin Wong [HK],Jim Sullivan [AU],L,3,2
Chung Yin Wong [HK],Nick Navarre [US],L,3,3
Chung Yin Wong [HK],cristhian andrade [BR],L,3,4
Chung Yin Wong [HK],Genting Liu [CN],L,3,5
Chung Yin Wong [HK],Noppasorn Tangkasem [TH],L,3,6
Chung Yin Wong [HK],Peter Vowles [AU],L,3,7
Chung Yin Wong [HK],Juan José Mejia Tasayco [PE],L,3,8
Jiven Reddy [ZA],Daanvir Singh Narula [SG],L,0,1
Jiven Reddy [ZA],Justin Won [US],L,0,2
Jiven Reddy [ZA],Papon Jirawattanakul [TH],W,3,3
Jiven Reddy [ZA],彥博 賴 [TW],L,3,4
Jiven Reddy [ZA],Omar Acuña Acevedo [CL],L,3,5
Selahattin Sturm [DE],Christian Dave Vista [PH],L,0,1
Selahattin Sturm [DE],Roman Manukjan [DE],L,0,2
Selahattin Sturm [DE],Tsz Hin Lam [HK],W,3,3
Selahattin Sturm [DE],Panyawut Noijan [TH],L,3,4
Selahattin Sturm [DE],PING-JUNG LEE [TW],L,3,5
Mitch Kendrick [AU],Stefano Greppi [IT],W,3,1
Mitch Kendrick [AU],Nicolò Pollato [IT],L,3,2
Mitch Kendrick [AU],Kenneth Gamboa [MX],L,3,3
Mitch Kendrick [AU],Victor Vieira [BR],L,3,4
Frederik Nielsen [DK],Walid Souak [DZ],W,3,1
Frederik Nielsen [DK],Matthew So [US],L,3,2
Frederik Nielsen [DK],Antonio Sánchez [ES],L,3,3
Frederik Nielsen [DK],Munenori Okumura [JP],L,3,4
Davide Miraglia [IT],くにのり 田中邦宜 [JP],L,0,1
Davide Miraglia [IT],Shai Giuseppe Rabà [IT],L,0,2
Davide Miraglia [IT],Dawei Si [CN],W,3,3
Davide Miraglia [IT],Javier Señorena [ES],L,3,4
Rain Hizola [PH],keisuke koga [JP],W,3,1
Rain Hizola [PH],June Lintner [US],L,3,2
Rain Hizola [PH],Toler Webb [US],L,3,3
Rain Hizola [PH],kazuki kobayashi [JP],L,3,4
Stefano Greppi [IT],Mitch Kendrick [AU],L,0,1
Stefano Greppi [IT],Scott Kennedy [AU],W,3,2
Stefano Greppi [IT],Collin Heier [US],L,3,3
Stefano Greppi [IT],Adrián Isidoro [ES],L,3,4
Diego Gutierrez [PE],Wolfe Glick [US],L,0,1
Diego Gutierrez [PE],Nils Dunlop [SE],L,0,2
Diego Gutierrez [PE],Kyle Livinghouse [US],W,3,3
Diego Gutierrez [PE],Francesco Di Biase [IT],L,3,4
Justin Won [US],Grant Laird [US],L,0,1
Justin Won [US],Jiven Reddy [ZA],W,3,2
Justin Won [US],Naoto Kiriyama [JP],L,3,3
Justin Won [US],Koji Kanamori [JP],L,3,4
Justin Won [US],Ibrahim Maarouf [DE],L,3,5
Justin Won [US],SHIH-CHUN LO [TW],L,3,6
Justin Won [US],Francisco Alca Chacon [PE],L,3,7
Justin Won [US],Connor Swikart [US],L,3,8
Adam Colson [US],Alessio Fuscà [IT],L,0,1
Adam Colson [US],Jack Clarke [UK],W,3,2
Adam Colson [US],ZHIYUAN WANG [CN],L,3,3
Adam Colson [US],Noah Gardner [US],L,3,4
Camilo Liberona [CL],Pedro Cadaval [BR],L,0,1
Camilo Liberona [CL],Cheong Suwoong [KR],L,0,2
Camilo Liberona [CL],Haruki Sato [JP],L,0,3
Camilo Liberona [CL],Gustavo kengo [BR],L,0,4
Camilo Liberona [CL],Shawn Tang [SG],W,3,5
Rishi Gupta [US],Sam Pandelis [AU],L,0,1
Rishi Gupta [US],James Katsaros [AU],W,3,2
Rishi Gupta [US],Kenichi Yanagitani [JP],L,3,3
Rishi Gupta [US],Mingi Kim [KR],L,3,4
Rishi Gupta [US],Benny Vasquez [US],L,3,5
Raj Desai [IE],Carson Confer [US],W,3,1
Raj Desai [IE],Giovanni Costa [US],L,3,2
Raj Desai [IE],Diego Aguirre [CA],L,3,3
Raj Desai [IE],Davide Carrer [IT],L,3,4
Raj Desai [IE],Rahim Farzan [DE],L,3,5
Alessio Ferrara [IT],Ryosuke Kosuge [JP],L,0,1
Alessio Ferrara [IT],Hiroki Kimura [JP],L,0,2
Alessio Ferrara [IT],Olivia Moledzki [CA],W,3,3
Alessio Ferrara [IT],Markus Hamann [DE],L,3,4
Alessio Ferrara [IT],Walid Souak [DZ],L,3,5
Tanner Mask [US],Ryan Paulo Pareja [PH],L,0,1
Tanner Mask [US],Takumi Kamisugi [JP],L,0,2
Tanner Mask [US],Jack Clarke [UK],L,0,3
Tanner Mask [US],hong sunghyeon [KR],W,3,4
Tanner Mask [US],Gonzalo Barrera [PE],L,3,5
Tanner Mask [US],Haruki Sato [JP],L,3,6
Yosuke Takayanagi [JP],Ernesto Verdugo [MX],L,0,1
Yosuke Takayanagi [JP],Xavier Méndez [MX],W,3,2
Yosuke Takayanagi [JP],Yoav Reuven [AU],L,3,3
Yosuke Takayanagi [JP],wataru kawashima [JP],L,3,4
Chieh Ling Li [TW],Kevin Salvetto [IT],L,0,1
Chieh Ling Li [TW],Paul Oliver Bautista [PH],L,0,2
Chieh Ling Li [TW],Lorenzo Arce [US],L,0,3
Chieh Ling Li [TW],Or Kei yin [HK],W,3,4
Chieh Ling Li [TW],Marco Antonio Rodriguez Garcia [MX],L,3,5
Chieh Ling Li [TW],Ryotaro Kimura [JP],L,3,6
Shawn Tang [SG],Seung Lee [KR],L,0,1
Shawn Tang [SG],Edward Z Fan [HK],L,0,2
Shawn Tang [SG],Mark Mullender [NL],L,0,3
Shawn Tang [SG],Marco Antonio Rodriguez Garcia [MX],L,0,4
Shawn Tang [SG],Camilo Liberona [CL],L,0,5
Shawn Tang [SG],Donguk Jung [KR],L,0,6
Shawn Tang [SG],Tsz Hin Lam [HK],L,0,7
Shawn Tang [SG],BYE,W,3,8
I-HSIANG CHANG [TW],Giorgio Lorenzo Dela Cuesta [PH],L,0,1
I-HSIANG CHANG [TW],Andrew Zheng [US],L,0,2
I-HSIANG CHANG [TW],Chih-Chun Liang [TW],L,0,3
